id,Key,en Version,en Version,,
,en.root.place.service.municipality,The service is funded by Municipality,The service is funded by Municipality,,
,en.root.place.service.state,The service is Central government,The service is Central government,,
,en.root.place.service.private_org,The service is Private (not supported by local or central government),The service is Private (not supported by local or central government),,
,en.root.place.service.age_restriction.true,The service is available to the following ages,The service is available to the following ages,,
,en.root.place.service.age_restriction.false,Service is available to persons of all ages,Service is available to persons of all ages,,
,en.root.place.service.can_be_used_by.anyone,Service is available to all,Service is available to all,,
,en.root.place.service.can_be_used_by.diagnosis_with_status,Service is available to all with a disability status and related diagnosis,Service is available to all with a disability status and related diagnosis,,
,en.root.place.service.can_be_used_by.diagnosis_without_status,Service is available persons with the following specific diagnoses (with or withought disability status),Service is available persons with the following specific diagnoses (with or withought disability status),,
,en.root.place.service.service_activities,Organization provides the following activities ,Organization provides the following activities ,,
,en.root.place.service.service_specialists,The following specialists are involved in provision of service / support,The following specialists are involved in provision of service / support,,
,en.root.place.service.need_finance.true,Co-financing may be required,Co-financing may be required,,
,en.root.place.service.need_finance.false,The service is free of cost,The service is free of cost,,
,en.root.place.service.get_involved_link,Click on the following link to learn how to get involved,Click on the following link to learn how to get involved,,
,en.root.faq.title,FAQ,FAQ,,
,en.root.place_ownership_dialog.take_ownership_for,"Take Ownership of ""%{name}""","Take Ownership of ""%{name}""",,
,en.root.place_ownership_dialog.existing_provider,Pick existing provider,Pick existing provider,,
,en.root.place_ownership_dialog.or_create,or create new,or create new,,
,en.root.place_ownership_dialog.incase_existing_provider,"* If existing provider is picked, this text will be ignored.","* If existing provider is picked, this text will be ignored.","* თუ არსებული პროვაიდერი აირჩა, ეს ტექსტი იქნება უარყოფილი.",
,en.root.place_ownership_dialog.take_ownership,Take Ownership,Take Ownership,,
,en.mailer.hello,Hello %{name}!,Hello %{name}!,,
,en.mailer.hi,Hi %{name},Hi %{name},,
,en.mailer.welcome,Welcome to %{name}! You will soon be able to search and find details for all  services in Georgia.,Welcome to %{name}! You will soon be able to search and find details for all  services in Georgia.,,
,en.mailer.account_created,An account has been created in your name. Please click on the following link to verify your email address and gain full access to all the features of %{name}:,An account has been created in your name. Please click on the following link to verify your email address and gain full access to all the features of %{name}:,,
,en.mailer.confirm_account,Confirm my account,Confirm my account,,
,en.mailer.as_soon_as,"As soon as you have been verified, you can log in in to your account anytime by clicking Sign In on the %{name} home page.","As soon as you have been verified, you can log in in to your account anytime by clicking Sign In on the %{name} home page.",,
,en.mailer.need_assistance,"If you need assistance searching your required services or would like to contact us with any questions or feedback, please use the Contact Us page at http://","If you need assistance searching your required services or would like to contact us with any questions or feedback, please use the Contact Us page at http://",,
,en.mailer.phone_number,Alternatively you may call this number:,Alternatively you may call this number:,,
,en.mailer.thanks,Thank you for registering. We hope you enjoy using %{name}.,Thank you for registering. We hope you enjoy using %{name}.,,
,en.mailer.thanks_short,Thanks!,Thanks!,,
,en.mailer.register,"To Register your Organisation/services, all you have to do is log in to your account and follow these simple steps:","To Register your Organisation/services, all you have to do is log in to your account and follow these simple steps:",,
,en.mailer.register_1,Click 'Register Services' button,Click 'Register Services' button,,
,en.mailer.register_2,Complete the application details. Note that you are able to register as many categories of service linked to your profile as you wish.,Complete the application details. Note that you are able to register as many categories of service linked to your profile as you wish.,,
,en.mailer.register_3,Submit Registration,Submit Registration,,
,en.mailer.someone_requested,Someone has requested a link to change your password. You can do this through the link below.,Someone has requested a link to change your password. You can do this through the link below.,,
,en.mailer.please_ignore,"If you didn't request this, please ignore this email.","If you didn't request this, please ignore this email.",,
,en.mailer.password_not_changing,Your password won't change until you access the link above and create a new one.,Your password won't change until you access the link above and create a new one.,,
,en.mailer.change_my_password,Change my password,Change my password,,
,en.mailer.account_locked,Your account has been locked due to an excessive number of unsuccessful sign in attempts.,Your account has been locked due to an excessive number of unsuccessful sign in attempts.,,
,en.mailer.link_unlock,Click the link below to unlock your account,Click the link below to unlock your account,,"account
გვერდი თუ ანგარიში"
,en.mailer.unlock_account,Unlock my account,Unlock my account,,
,en.notification.admin_moderate.subject,New Moderation Request(s),New Moderation Request(s),,
,en.notification.admin_moderate.hello,"Hello Admin,","Hello Admin,",,
,en.notification.admin_moderate.intro,You have new items to moderate:,You have new items to moderate:,,
,en.notification.admin_moderate.report_item,%{n} place report(s),%{n} place report(s),,
,en.notification.admin_moderate.ownership_item,%{n} take ownership request(s),%{n} take ownership request(s),,
,en.notification.admin_moderate.new_provider_item,%{n} new provider(s),%{n} new provider(s),,
,en.notification.admin_moderate.tag_item,%{n} tag(s),%{n} tag(s),,
,en.notification.moderator_response.subject,Your request(s) was moderated,Your request(s) was moderated,,
,en.notification.moderator_response.hello,"Hello %{name},","Hello %{name},",,
,en.notification.moderator_response.intro,Moderated request(s):,Moderated request(s):,,
,en.notification.moderator_response.report_type,%{n} place report(s),%{n} place report(s),,
,en.notification.moderator_response.ownership_type,%{n} take ownership request(s),%{n} take ownership request(s),,
,en.notification.moderator_response.new_provider_type,%{n} new provider(s),%{n} new provider(s),,
,en.notification.moderator_response.tag_type,%{n} tag(s),%{n} tag(s),,
,en.notification.moderator_response.photo_type,%{n} photos(s),%{n} photos(s),,
,en.notification.moderator_response.labels.place,Organisation,Organisation,,
,en.notification.moderator_response.labels.reason,Reason,Reason,,
,en.notification.moderator_response.labels.state,Status,Status,,
,en.notification.moderator_response.labels.provider,Provider,Provider,,"provider
პროვიდერი თუ სერვივის მიმწოდებელი
"
,en.notification.moderator_response.labels.description,Description,Description,,
,en.notification.moderator_response.labels.photo,Photo,Photo,,
,en.notification.photo_upload.subject,New photo uploaded,New photo uploaded,,
,en.notification.photo_upload.hello,"Hello %{name},","Hello %{name},",,
,en.notification.photo_upload.intro,You have %{n} uploaded photo(s):,You have %{n} uploaded photo(s):,,
,en.notification.photo_upload.labels.user,User,User,,
,en.notification.photo_upload.labels.photo,Photo,Photo,,
,en.notification.photo_upload.labels.place,Organisation,Organisation,,
,en.notification.place_invitation.subject,Invitation to Manage %{place} on Sheaghe,Invitation to Manage %{place} on Sheaghe,,
,en.notification.place_invitation.hello,"Hello,","Hello,",,
,en.notification.place_invitation.intro1,You have been invited to manage the content for %{place}.,You have been invited to manage the content for %{place}.,,
,en.notification.place_invitation.intro2,"To accept the invitation, click the link below.","To accept the invitation, click the link below.",,
,en.notification.place_invitation.intro3,"If you do noto want to accept the invitation, you do not have to do anything. The invitation will expire after %{num} days.","If you do noto want to accept the invitation, you do not have to do anything. The invitation will expire after %{num} days.",,
,en.notification.place_invitation.accept,Accept Invitation,Accept Invitation,,
,en.notification.contact.subject,Customer Message,Customer Message,,
,en.notification.contact.hello,"Hello,","Hello,",,
,en.notification.contact.intro,You have new message from customer:,You have new message from customer:,,
,en.notification.contact.customer_name,Name: %{name},Name: %{name},,
,en.notification.contact.customer_email,Email: %{email},Email: %{email},,
,en.notification.contact.customer_text,Message Text: %{text},Message Text: %{text},,
,en.notification.contact.errors.sender_missing,Name is required field,Name is required field,,
,en.notification.contact.errors.improper_email,Email is not valid,Email is not valid,,
,en.notification.contact.errors.text_missing,Message text is blank,Message text is blank,,
,en.notification.contact.errors.skynet_detected,Oops,Oops,,
,en.errors.oops,Oops!,Oops!,,
,en.errors.not_found,404 Page Not Found,404 Page Not Found,,
,en.errors.server_error,500 Internal server error,500 Internal server error,,
,en.errors.404_sorry,"Sorry, the requested page has not been found!","Sorry, the requested page has not been found!",,
,en.errors.500_sorry,"Sorry, there's been a server error. Please try again later.","Sorry, there's been a server error. Please try again later.",,
,en.errors.faq_label,Frequently Asked Questions,Frequently Asked Questions,,
,en.errors.have_questions_html,"Have questions? Click here to view our %{link}. For further assistance, please contact 0 800 900 902.","Have questions? Click here to view our %{link}. For further assistance, please contact 0 800 900 902.",,
,en.errors.ws_error,"Sorry, a server error occurred. Please refresh this page.","Sorry, a server error occurred. Please refresh this page.",,
,en.errors.try_again,"Something went wrong, try again later","Something went wrong, try again later",,
,en.config.not_authorized,You are not allowed go to that page.,You are not allowed go to that page.,,
